"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"UDG"	"Genotype_Ploidy"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA6793091"	"PRJEB36854"	"ERR4057658"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-87-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057658/ERR4057658.fastq.gz"	2176150955	"686eb16b0e6175cf60f7a10b235cfedc"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057658/ERR4057658.fastq.gz"	39136350	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057658/SRA62-B-EX2-UDG1-87-PCR1-Hi17-Lane2.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057659"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-87-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057659/ERR4057659.fastq.gz"	26149671	"77661e773dff18b7c5b0ade50f533863"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057659/ERR4057659.fastq.gz"	482720	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057659/SRA62-B-EX2-UDG1-87-PCR1-Mi15.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057660"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-88-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057660/ERR4057660.fastq.gz"	2415581636	"7a360358ee1585c327c42051705f406a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057660/ERR4057660.fastq.gz"	42748088	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057660/SRA62-B-EX2-UDG1-88-PCR1-Hi17-Lane3.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057661"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-88-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057661/ERR4057661.fastq.gz"	2114966263	"1a78d63f03d6204e9444cf95dede920d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057661/ERR4057661.fastq.gz"	38955508	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057661/SRA62-B-EX2-UDG1-88-PCR1-Hi17-Lane4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057662"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-89-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057662/ERR4057662.fastq.gz"	1599642169	"eeedb4c311901684d9fc9910a410abf4"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057662/ERR4057662.fastq.gz"	28872299	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057662/SRA62-B-EX2-UDG1-89-PCR1-Hi17-Lane1.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057663"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-89-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057663/ERR4057663.fastq.gz"	1625509347	"0d77f064ee1ce3ef671955f92597e692"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057663/ERR4057663.fastq.gz"	29165668	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057663/SRA62-B-EX2-UDG1-89-PCR1-Hi17-Lane2.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057664"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-90-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057664/ERR4057664.fastq.gz"	1896079388	"e7859bc182c37108d21196e3631239f9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057664/ERR4057664.fastq.gz"	34332358	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057664/SRA62-B-EX2-UDG1-90-PCR1-Hi17-Lane1.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057665"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-90-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057665/ERR4057665.fastq.gz"	1926147369	"8f95c669d571671db06442711464f8bf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057665/ERR4057665.fastq.gz"	34678650	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057665/SRA62-B-EX2-UDG1-90-PCR1-Hi17-Lane2.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057666"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-91-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057666/ERR4057666.fastq.gz"	2254493083	"075f2257cda81ccd736cd23d9a0a8dcc"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057666/ERR4057666.fastq.gz"	41076432	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057666/SRA62-B-EX2-UDG1-91-PCR1-Hi17-Lane1.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057667"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-91-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057667/ERR4057667.fastq.gz"	2282544038	"1534d5b3f9eac8fccae99889cc15d86e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057667/ERR4057667.fastq.gz"	41369687	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057667/SRA62-B-EX2-UDG1-91-PCR1-Hi17-Lane2.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057668"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-92-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057668/ERR4057668.fastq.gz"	1632132286	"4de5ea2b797178bdba013f642553ca0c"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057668/ERR4057668.fastq.gz"	29532269	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057668/SRA62-B-EX2-UDG1-92-PCR1-Hi17-Lane1.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057669"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-92-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057669/ERR4057669.fastq.gz"	1671742862	"13344962be99981677ed14022e96acfc"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057669/ERR4057669.fastq.gz"	30070810	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057669/SRA62-B-EX2-UDG1-92-PCR1-Hi17-Lane2.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057670"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-93-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057670/ERR4057670.fastq.gz"	1635874495	"eff7f8fdfdb55e8c245a526f788d63a9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057670/ERR4057670.fastq.gz"	29693214	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057670/SRA62-B-EX2-UDG1-93-PCR1-Hi17-Lane1.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057671"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-93-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057671/ERR4057671.fastq.gz"	1662634136	"4fa26784f4fd8643d77f403e44ff62e0"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057671/ERR4057671.fastq.gz"	30007870	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057671/SRA62-B-EX2-UDG1-93-PCR1-Hi17-Lane2.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057672"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-94-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057672/ERR4057672.fastq.gz"	1835023350	"c0dad393f397e495e063b4693ceeab44"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057672/ERR4057672.fastq.gz"	33380136	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057672/SRA62-B-EX2-UDG1-94-PCR1-Hi17-Lane1.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057673"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-94-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057673/ERR4057673.fastq.gz"	1833499121	"753d359205af6d03e366bfd22583a81e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057673/ERR4057673.fastq.gz"	33213884	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057673/SRA62-B-EX2-UDG1-94-PCR1-Hi17-Lane2.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057674"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-95-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057674/ERR4057674.fastq.gz"	2193222933	"fb162f20626c9a878caeb808b2773b47"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057674/ERR4057674.fastq.gz"	39206718	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057674/SRA62-B-EX2-UDG1-95-PCR1-Hi17-Lane3.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057675"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-95-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057675/ERR4057675.fastq.gz"	1922516153	"3e8412f14e1dd3dd04fd2ff654d8e392"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057675/ERR4057675.fastq.gz"	35751061	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057675/SRA62-B-EX2-UDG1-95-PCR1-Hi17-Lane4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057676"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-96-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057676/ERR4057676.fastq.gz"	2226314764	"fa6754ecc1cb30fad76b9d29aa85a9fc"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057676/ERR4057676.fastq.gz"	39351170	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057676/SRA62-B-EX2-UDG1-96-PCR1-Hi17-Lane3.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057677"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-96-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057677/ERR4057677.fastq.gz"	1961981628	"0574cf55d93b553056a097e83942bda7"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057677/ERR4057677.fastq.gz"	36095140	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057677/SRA62-B-EX2-UDG1-96-PCR1-Hi17-Lane4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057678"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-97-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057678/ERR4057678.fastq.gz"	2391356665	"ebadbac3792249f9dda8c7fb79f2dbe5"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057678/ERR4057678.fastq.gz"	42495397	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057678/SRA62-B-EX2-UDG1-97-PCR1-Hi17-Lane3.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057679"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-97-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057679/ERR4057679.fastq.gz"	2159586630	"dc6fde717c1f8dbd84cffe5b862d4b4f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057679/ERR4057679.fastq.gz"	39930275	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057679/SRA62-B-EX2-UDG1-97-PCR1-Hi17-Lane4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057680"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-98-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057680/ERR4057680.fastq.gz"	2219883998	"86c20ceccbfcb11bc4f485ba303bddec"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057680/ERR4057680.fastq.gz"	39505652	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057680/SRA62-B-EX2-UDG1-98-PCR1-Hi17-Lane3.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057681"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-98-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057681/ERR4057681.fastq.gz"	2061455644	"6e6c75f4c74006ce095e918c1b545974"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057681/ERR4057681.fastq.gz"	38195629	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057681/SRA62-B-EX2-UDG1-98-PCR1-Hi17-Lane4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057682"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-99-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057682/ERR4057682.fastq.gz"	2026629185	"6ba12269c14613cc7841474d1a4cd81d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057682/ERR4057682.fastq.gz"	36259456	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057682/SRA62-B-EX2-UDG1-99-PCR1-Hi17-Lane3.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057683"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX2-UDG1-99-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057683/ERR4057683.fastq.gz"	1881525412	"9f46aa5152dbae151710c252c3cbae23"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057683/ERR4057683.fastq.gz"	35037828	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057683/SRA62-B-EX2-UDG1-99-PCR1-Hi17-Lane4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057684"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-LIB1-43-PCR3"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057684/ERR4057684.fastq.gz"	16333842	"d63cd9a026bebeb48c29adf2d8e2dbe6"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057684/ERR4057684.fastq.gz"	319571	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057684/SRA62-B-EX3-LIB1-43-PCR3-Mi05.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057685"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-28-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057685/ERR4057685.fastq.gz"	2445501628	"c671a9aaca81d56870ca36009e4dae08"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057685/ERR4057685.fastq.gz"	31510874	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057685/SRA62-B-EX3-UDG1-28-PCR2-Hi4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057686"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-29-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057686/ERR4057686.fastq.gz"	2044702436	"3b01d0528b153244c27de1d9a7ab03e2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057686/ERR4057686.fastq.gz"	26118878	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057686/SRA62-B-EX3-UDG1-29-PCR2-Hi4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057687"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-30-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057687/ERR4057687.fastq.gz"	2572138320	"f207436d668f94e7b622d96cbf3dc51e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057687/ERR4057687.fastq.gz"	32832303	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057687/SRA62-B-EX3-UDG1-30-PCR1-Hi4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057688"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-31-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057688/ERR4057688.fastq.gz"	2741177255	"9c64258b933ea4b4cc6d36ec73125198"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057688/ERR4057688.fastq.gz"	35067725	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057688/SRA62-B-EX3-UDG1-31-PCR1-Hi4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057689"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-32-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057689/ERR4057689.fastq.gz"	3017734260	"b6ec2efb3bffab3b7b548c57d740074a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057689/ERR4057689.fastq.gz"	37741641	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057689/SRA62-B-EX3-UDG1-32-PCR2-Hi4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057690"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-33-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057690/ERR4057690.fastq.gz"	3462094623	"a1a2a7fe3e7950f7e016b4dfb80e56c7"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057690/ERR4057690.fastq.gz"	43223793	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057690/SRA62-B-EX3-UDG1-33-PCR1-Hi4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057691"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-34-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057691/ERR4057691.fastq.gz"	3449648235	"31c2ac6c6236d6390e904ff0d2e52e48"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057691/ERR4057691.fastq.gz"	43057425	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057691/SRA62-B-EX3-UDG1-34-PCR1-Hi4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057692"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-35-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057692/ERR4057692.fastq.gz"	3196750523	"5cf0552b71979ea184b42a38efc6cbc9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057692/ERR4057692.fastq.gz"	39417786	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057692/SRA62-B-EX3-UDG1-35-PCR1-Hi4.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057693"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG2-103-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057693/ERR4057693.fastq.gz"	4877537151	"2bd47d5c13d14a840c46b238afead777"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057693/ERR4057693.fastq.gz"	88082233	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057693/SRA62-B-EX3-UDG2-103-PCR1-Hi12.fastq.gz"
"SAMEA6793091"	"PRJEB36854"	"ERR4057694"	"SRA62"	"SRA62"	"plus"	"haploid"	"ERS4520762"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG2-108-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057694/ERR4057694.fastq.gz"	4618243797	"9636c54c2f87b5c60a292ba4a15ba0c9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057694/ERR4057694.fastq.gz"	80379511	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057694/SRA62-B-EX3-UDG2-108-PCR1-Hi12.fastq.gz"
