"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"Library_Built"	"UDG"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA5229552"	"PRJEB30874"	"ERR3078772"	"I3277_new"	"#N/A"	"ds"	"half"	"ERS3036993"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3277.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/002/ERR3078772/ERR3078772.fastq.gz"	33515	"f83e1a9833c501ef529af82ebe68c46f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/002/ERR3078772/ERR3078772.fastq.gz"	1142	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078772/S3277.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078772/S3277.E1.L2_MT.bam.bai"
"SAMEA5229552"	"PRJEB30874"	"ERR3078773"	"I3277_new"	"#N/A"	"ds"	"half"	"ERS3036993"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3277.E1.L3_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078773/ERR3078773.fastq.gz"	92792	"84926bd37985ae2c8f3c7f07017fe169"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078773/ERR3078773.fastq.gz"	3774	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078773/S3277.E1.L3_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078773/S3277.E1.L3_MT.bam.bai"
"SAMEA5229398"	"PRJEB30874"	"ERR3078774"	"I1312"	"I1312_d"	"ds"	"half"	"ERS3036840"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S1312.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078774/ERR3078774.fastq.gz"	989749	"ba112220b551d1c2e2c30f552e2db18f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078774/ERR3078774.fastq.gz"	39209	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078774/S1312.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078774/S1312.E1.L1_MT.bam.bai"
"SAMEA5229398"	"PRJEB30874"	"ERR3078775"	"I1312"	"I1312_d"	"ds"	"half"	"ERS3036840"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S1312.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078775/ERR3078775.fastq.gz"	428610	"27a2626592bf9ad109c22561ed1a4bb9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078775/ERR3078775.fastq.gz"	19531	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078775/S1312.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078775/S1312.E1.L2_MT.bam.bai"
"SAMEA5229398"	"PRJEB30874"	"ERR3078776"	"I1312"	"I1312_d"	"ds"	"half"	"ERS3036840"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S1312.E1.L3_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078776/ERR3078776.fastq.gz"	397781	"6a1e69ab8f0b92f11855f2ab392761bf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078776/ERR3078776.fastq.gz"	17815	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078776/S1312.E1.L3_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078776/S1312.E1.L3_MT.bam.bai"
"SAMEA5229399"	"PRJEB30874"	"ERR3078777"	"I1313"	"I1313_d"	"ds"	"half"	"ERS3036841"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S1313.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/007/ERR3078777/ERR3078777.fastq.gz"	3664484	"3cc6b07ed58b78a0634d6b57577cecf0"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/007/ERR3078777/ERR3078777.fastq.gz"	135340	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078777/S1313.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078777/S1313.E1.L1_MT.bam.bai"
"SAMEA5229399"	"PRJEB30874"	"ERR3078778"	"I1313"	"I1313_d"	"ds"	"half"	"ERS3036841"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S1313.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/008/ERR3078778/ERR3078778.fastq.gz"	683566	"095b761b0c682bad27249e3fb6fb73a1"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/008/ERR3078778/ERR3078778.fastq.gz"	30059	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078778/S1313.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078778/S1313.E1.L2_MT.bam.bai"
"SAMEA5229399"	"PRJEB30874"	"ERR3078779"	"I1313"	"I1313_d"	"ds"	"half"	"ERS3036841"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S1313.E1.L3_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/009/ERR3078779/ERR3078779.fastq.gz"	698856	"116617e1108c4bdcba5e34976f117a85"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/009/ERR3078779/ERR3078779.fastq.gz"	31272	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078779/S1313.E1.L3_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078779/S1313.E1.L3_MT.bam.bai"
"SAMEA5229386"	"PRJEB30874"	"ERR3078780"	"I2471"	"I2471"	"ds"	"half"	"ERS3036828"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S2471.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/000/ERR3078780/ERR3078780.fastq.gz"	225261	"3b1506cdc6ab2a8c731a62dddca819ff"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/000/ERR3078780/ERR3078780.fastq.gz"	10362	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078780/S2471.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078780/S2471.E1.L1_MT.bam.bai"
"SAMEA5229386"	"PRJEB30874"	"ERR3078781"	"I2471"	"I2471"	"ds"	"half"	"ERS3036828"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S2471.E1.L3_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/001/ERR3078781/ERR3078781.fastq.gz"	244593	"56ba82cd161c11f24b4bf4ee8541aee6"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/001/ERR3078781/ERR3078781.fastq.gz"	10893	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078781/S2471.E1.L3_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078781/S2471.E1.L3_MT.bam.bai"
"SAMEA5229280"	"PRJEB30874"	"ERR3078782"	"I3209"	"I3209"	"ds"	"half"	"ERS3036722"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3209.E1.L3_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/002/ERR3078782/ERR3078782.fastq.gz"	35152	"fdc8ffe6ab7a7b53d07178ce50f11485"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/002/ERR3078782/ERR3078782.fastq.gz"	1152	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078782/S3209.E1.L3_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078782/S3209.E1.L3_MT.bam.bai"
"SAMEA5229280"	"PRJEB30874"	"ERR3078783"	"I3209"	"I3209"	"ds"	"half"	"ERS3036722"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3209.E1.L5_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078783/ERR3078783.fastq.gz"	41236	"fbcca1c91eae98ec30e1b7f0b25a6559"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078783/ERR3078783.fastq.gz"	1419	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078783/S3209.E1.L5_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078783/S3209.E1.L5_MT.bam.bai"
"SAMEA5229306"	"PRJEB30874"	"ERR3078784"	"I3214"	"I3214"	"ds"	"half"	"ERS3036748"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3214.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078784/ERR3078784.fastq.gz"	93020	"158326b555cf97f9f151048a2f7053f4"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078784/ERR3078784.fastq.gz"	3703	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078784/S3214.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078784/S3214.E1.L2_MT.bam.bai"
"SAMEA5229306"	"PRJEB30874"	"ERR3078785"	"I3214"	"I3214"	"ds"	"half"	"ERS3036748"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3214.E1.L3_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078785/ERR3078785.fastq.gz"	97537	"acdf330c9e786ec42f1da61999ac46a4"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078785/ERR3078785.fastq.gz"	4086	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078785/S3214.E1.L3_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078785/S3214.E1.L3_MT.bam.bai"
"SAMEA5229306"	"PRJEB30874"	"ERR3078786"	"I3214"	"I3214"	"ds"	"half"	"ERS3036748"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3214.E1.L4_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078786/ERR3078786.fastq.gz"	108586	"58f4b50e121c505c412f4dc0a25715e0"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078786/ERR3078786.fastq.gz"	4579	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078786/S3214.E1.L4_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078786/S3214.E1.L4_MT.bam.bai"
"SAMEA5229306"	"PRJEB30874"	"ERR3078787"	"I3214"	"I3214"	"ds"	"half"	"ERS3036748"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3214.E1.L5_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/007/ERR3078787/ERR3078787.fastq.gz"	87897	"14e5ef698e2bd87d47a646444c3ed53e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/007/ERR3078787/ERR3078787.fastq.gz"	3544	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078787/S3214.E1.L5_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078787/S3214.E1.L5_MT.bam.bai"
"SAMEA5229372"	"PRJEB30874"	"ERR3078788"	"I3238"	"I3238"	"ds"	"half"	"ERS3036814"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3238.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/008/ERR3078788/ERR3078788.fastq.gz"	186148	"5f7db869f66d3447c8df402c162626a9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/008/ERR3078788/ERR3078788.fastq.gz"	7936	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078788/S3238.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078788/S3238.E1.L2_MT.bam.bai"
"SAMEA5229372"	"PRJEB30874"	"ERR3078789"	"I3238"	"I3238"	"ds"	"half"	"ERS3036814"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3238.E1.L3_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/009/ERR3078789/ERR3078789.fastq.gz"	61078	"688ea989ec749046d02ccf249c7f1db6"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/009/ERR3078789/ERR3078789.fastq.gz"	2148	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078789/S3238.E1.L3_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078789/S3238.E1.L3_MT.bam.bai"
"SAMEA5229372"	"PRJEB30874"	"ERR3078790"	"I3238"	"I3238"	"ds"	"half"	"ERS3036814"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3238.E1.L4_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/000/ERR3078790/ERR3078790.fastq.gz"	75159	"3229ff6e8088a20268fb5beaabeb91a6"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/000/ERR3078790/ERR3078790.fastq.gz"	2794	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078790/S3238.E1.L4_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078790/S3238.E1.L4_MT.bam.bai"
"SAMEA5229372"	"PRJEB30874"	"ERR3078791"	"I3238"	"I3238"	"ds"	"half"	"ERS3036814"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3238.E1.L5_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/001/ERR3078791/ERR3078791.fastq.gz"	62080	"8b3e5b981bebdadddfe9dcd4758c1f5d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/001/ERR3078791/ERR3078791.fastq.gz"	2155	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078791/S3238.E1.L5_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078791/S3238.E1.L5_MT.bam.bai"
"SAMEA5229371"	"PRJEB30874"	"ERR3078792"	"I3239"	"I3239"	"ds"	"half"	"ERS3036813"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3239.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/002/ERR3078792/ERR3078792.fastq.gz"	55502	"d757c89506e6eed8be03cf0d19514106"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/002/ERR3078792/ERR3078792.fastq.gz"	1972	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078792/S3239.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078792/S3239.E1.L2_MT.bam.bai"
"SAMEA5229371"	"PRJEB30874"	"ERR3078793"	"I3239"	"I3239"	"ds"	"half"	"ERS3036813"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3239.E1.L3_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078793/ERR3078793.fastq.gz"	61344	"599ee33e09098ca68e99eb1da34f5fdf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078793/ERR3078793.fastq.gz"	2208	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078793/S3239.E1.L3_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078793/S3239.E1.L3_MT.bam.bai"
"SAMEA5229371"	"PRJEB30874"	"ERR3078794"	"I3239"	"I3239"	"ds"	"half"	"ERS3036813"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3239.E1.L4_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078794/ERR3078794.fastq.gz"	64175	"275dd147b9b98bec026655c5ecd2dfb7"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078794/ERR3078794.fastq.gz"	2369	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078794/S3239.E1.L4_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078794/S3239.E1.L4_MT.bam.bai"
"SAMEA5229371"	"PRJEB30874"	"ERR3078795"	"I3239"	"I3239"	"ds"	"half"	"ERS3036813"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3239.E1.L5_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078795/ERR3078795.fastq.gz"	53651	"efc3d3ebd223bcb0fb915c77b8f03db4"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078795/ERR3078795.fastq.gz"	1883	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078795/S3239.E1.L5_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078795/S3239.E1.L5_MT.bam.bai"
"SAMEA5229370"	"PRJEB30874"	"ERR3078796"	"I3243"	"I3243"	"ds"	"half"	"ERS3036812"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3243.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078796/ERR3078796.fastq.gz"	26855	"8db4548a99169e61e7def4b44743adb0"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078796/ERR3078796.fastq.gz"	861	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078796/S3243.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078796/S3243.E1.L2_MT.bam.bai"
"SAMEA5229370"	"PRJEB30874"	"ERR3078797"	"I3243"	"I3243"	"ds"	"half"	"ERS3036812"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3243.E1.L4_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/007/ERR3078797/ERR3078797.fastq.gz"	29249	"033fcdb066b90711dfb1caffdbaa1539"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/007/ERR3078797/ERR3078797.fastq.gz"	976	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078797/S3243.E1.L4_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078797/S3243.E1.L4_MT.bam.bai"
"SAMEA5229370"	"PRJEB30874"	"ERR3078798"	"I3243"	"I3243"	"ds"	"half"	"ERS3036812"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3243.E1.L5_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/008/ERR3078798/ERR3078798.fastq.gz"	25005	"f22eacd490e52ec088a6b3ad284b76df"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/008/ERR3078798/ERR3078798.fastq.gz"	794	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078798/S3243.E1.L5_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078798/S3243.E1.L5_MT.bam.bai"
"SAMEA5229436"	"PRJEB30874"	"ERR3078799"	"I3323"	"I3323"	"ds"	"half"	"ERS3036877"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3323.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/009/ERR3078799/ERR3078799.fastq.gz"	2815066	"d3884cb335316057c0d25b359d4aed4b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/009/ERR3078799/ERR3078799.fastq.gz"	139633	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078799/S3323.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078799/S3323.E1.L1_MT.bam.bai"
"SAMEA5229436"	"PRJEB30874"	"ERR3078800"	"I3323"	"I3323"	"ds"	"half"	"ERS3036877"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3325.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/000/ERR3078800/ERR3078800.fastq.gz"	1491865	"db677bd372693c23ea86d4c86fcb5ee8"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/000/ERR3078800/ERR3078800.fastq.gz"	66676	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078800/S3325.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078800/S3325.E1.L1_MT.bam.bai"
"SAMEA5229433"	"PRJEB30874"	"ERR3078801"	"I3326"	"I3326"	"ds"	"half"	"ERS3036874"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3326.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/001/ERR3078801/ERR3078801.fastq.gz"	246790	"dd06c1ae81379f80286dc9580675f8c9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/001/ERR3078801/ERR3078801.fastq.gz"	12261	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078801/S3326.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078801/S3326.E1.L1_MT.bam.bai"
"SAMEA5229433"	"PRJEB30874"	"ERR3078802"	"I3326"	"I3326"	"ds"	"half"	"ERS3036874"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3326.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/002/ERR3078802/ERR3078802.fastq.gz"	378543	"b9ce52006752d833812d4d59d67f39f5"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/002/ERR3078802/ERR3078802.fastq.gz"	17288	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078802/S3326.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078802/S3326.E1.L2_MT.bam.bai"
"SAMEA5229433"	"PRJEB30874"	"ERR3078803"	"I3326"	"I3326"	"ds"	"half"	"ERS3036874"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3326.E1.L3_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078803/ERR3078803.fastq.gz"	470457	"514ec9e0cc582c5b664b3b1e9283c34d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078803/ERR3078803.fastq.gz"	21868	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078803/S3326.E1.L3_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078803/S3326.E1.L3_MT.bam.bai"
"SAMEA5229433"	"PRJEB30874"	"ERR3078804"	"I3326"	"I3326"	"ds"	"half"	"ERS3036874"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3326.E1.L4_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078804/ERR3078804.fastq.gz"	13693	"d9f8bba0b6cbbb1bed79df0d511760f5"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078804/ERR3078804.fastq.gz"	429	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078804/S3326.E1.L4_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078804/S3326.E1.L4_MT.bam.bai"
"SAMEA5229434"	"PRJEB30874"	"ERR3078805"	"I3327"	"I3327"	"ds"	"half"	"ERS3036875"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3327.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078805/ERR3078805.fastq.gz"	2708051	"82649abfcaeda304685320b4014a1bb3"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078805/ERR3078805.fastq.gz"	133846	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078805/S3327.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078805/S3327.E1.L1_MT.bam.bai"
"SAMEA5229434"	"PRJEB30874"	"ERR3078806"	"I3327"	"I3327"	"ds"	"half"	"ERS3036875"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3327.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078806/ERR3078806.fastq.gz"	2081492	"d2f6a94f51973d045623e9f48eb43589"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078806/ERR3078806.fastq.gz"	90815	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078806/S3327.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078806/S3327.E1.L2_MT.bam.bai"
"SAMEA5229434"	"PRJEB30874"	"ERR3078807"	"I3327"	"I3327"	"ds"	"half"	"ERS3036875"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3327.E1.L3_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/007/ERR3078807/ERR3078807.fastq.gz"	2223367	"80f62045981a27cf873511b5b6a0d8bb"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/007/ERR3078807/ERR3078807.fastq.gz"	97771	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078807/S3327.E1.L3_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078807/S3327.E1.L3_MT.bam.bai"
