sample_accession	study_accession	run_accession	sample_alias	secondary_sample_accession	first_public	last_updated	instrument_model	library_layout	library_source	instrument_platform	library_name	library_strategy	fastq_aspera	fastq_bytes	fastq_md5	fastq_ftp	read_count	submitted_ftp
SAMEA5382960	PRJEB31618	ERR3210493	4efd2c38-e3e1-11e7-9a7d-68b59976a384	ERS3189333	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254804A	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/003/ERR3210493/ERR3210493_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/003/ERR3210493/ERR3210493_2.fastq.gz	617178040;624982592	314aa41e375d057ae2cc93173f059393;5a436fcf8c91cae7f8dbbdbd2497fecc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/003/ERR3210493/ERR3210493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/003/ERR3210493/ERR3210493_2.fastq.gz	25142654	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210493/24800_1#4.cram
SAMEA5382962	PRJEB31618	ERR3210494	4f13e248-e3e1-11e7-9a7d-68b59976a384	ERS3189335	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254806C	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/004/ERR3210494/ERR3210494_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/004/ERR3210494/ERR3210494_2.fastq.gz	594787993;606295662	56f6e90ef5534abfc6ea4e5614e2e3c8;0c394c476735296db7643a01b58ede34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/004/ERR3210494/ERR3210494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/004/ERR3210494/ERR3210494_2.fastq.gz	24504544	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210494/24800_1#6.cram
SAMEA5382965	PRJEB31618	ERR3210495	4f372cee-e3e1-11e7-9a7d-68b59976a384	ERS3189338	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254809F	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/005/ERR3210495/ERR3210495_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/005/ERR3210495/ERR3210495_2.fastq.gz	584829249;599429384	a2e6a47bfa3cd4c9c0765ed702b25cff;65641387e488e31a426453c60bd6befa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/005/ERR3210495/ERR3210495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/005/ERR3210495/ERR3210495_2.fastq.gz	24266132	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210495/24800_1#9.cram
SAMEA5382966	PRJEB31618	ERR3210496	4f42f79a-e3e1-11e7-9a7d-68b59976a384	ERS3189339	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254810V	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/006/ERR3210496/ERR3210496_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/006/ERR3210496/ERR3210496_2.fastq.gz	630966529;638125793	edd97889f52820bc1876821f4f06494a;97892213e0955feb8375e4192b787c5c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/006/ERR3210496/ERR3210496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/006/ERR3210496/ERR3210496_2.fastq.gz	25812924	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210496/24800_1#10.cram
SAMEA5382969	PRJEB31618	ERR3210497	4f657194-e3e1-11e7-9a7d-68b59976a384	ERS3189342	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254813B	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/007/ERR3210497/ERR3210497_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/007/ERR3210497/ERR3210497_2.fastq.gz	458638553;459813745	8ec4f75dbbdd098151a4c1f80b3eee62;27b6cc66f58daf5b606c61a979766c50	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/007/ERR3210497/ERR3210497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/007/ERR3210497/ERR3210497_2.fastq.gz	18822322	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210497/24800_1#13.cram
SAMEA5382970	PRJEB31618	ERR3210498	4f712958-e3e1-11e7-9a7d-68b59976a384	ERS3189343	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254814C	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/008/ERR3210498/ERR3210498_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/008/ERR3210498/ERR3210498_2.fastq.gz	499991141;500656917	41b79ae552089fe45dfbfa141dd682d7;6cc4ae360ef80ec034c4841778499f9d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/008/ERR3210498/ERR3210498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/008/ERR3210498/ERR3210498_2.fastq.gz	21060552	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210498/24800_2#2.cram
SAMEA5382960	PRJEB31618	ERR3210499	4efd2c38-e3e1-11e7-9a7d-68b59976a384	ERS3189333	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254804A	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/009/ERR3210499/ERR3210499_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/009/ERR3210499/ERR3210499_2.fastq.gz	613686955;623275042	af2f0ac709cb58ac113fb04362a2b5b5;c840d21ddb290e1a36fe6d1fff937e94	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/009/ERR3210499/ERR3210499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/009/ERR3210499/ERR3210499_2.fastq.gz	25151828	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210499/24800_2#4.cram
SAMEA5382962	PRJEB31618	ERR3210500	4f13e248-e3e1-11e7-9a7d-68b59976a384	ERS3189335	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254806C	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/000/ERR3210500/ERR3210500_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/000/ERR3210500/ERR3210500_2.fastq.gz	591467040;604403643	eb071aefaf423e3c8800f3aa61db5a9f;55c1208a0bdac70a750aec265f4f9e43	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/000/ERR3210500/ERR3210500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/000/ERR3210500/ERR3210500_2.fastq.gz	24521064	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210500/24800_2#6.cram
SAMEA5382965	PRJEB31618	ERR3210501	4f372cee-e3e1-11e7-9a7d-68b59976a384	ERS3189338	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254809F	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/001/ERR3210501/ERR3210501_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/001/ERR3210501/ERR3210501_2.fastq.gz	580900383;596654883	5106a180fb937b0d219881ac79677e63;6c6f9f105bbbb8b38678b90f263478ab	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/001/ERR3210501/ERR3210501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/001/ERR3210501/ERR3210501_2.fastq.gz	24255072	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210501/24800_2#9.cram
SAMEA5382966	PRJEB31618	ERR3210502	4f42f79a-e3e1-11e7-9a7d-68b59976a384	ERS3189339	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254810V	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/002/ERR3210502/ERR3210502_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/002/ERR3210502/ERR3210502_2.fastq.gz	627522096;636335539	348e0f1a51ab43f70e8b356b439c25c0;c601ece116fb57b89fd125de6c798a16	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/002/ERR3210502/ERR3210502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/002/ERR3210502/ERR3210502_2.fastq.gz	25785124	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210502/24800_2#10.cram
SAMEA5382969	PRJEB31618	ERR3210503	4f657194-e3e1-11e7-9a7d-68b59976a384	ERS3189342	2019-04-16	2019-03-11	Illumina HiSeq 2500	PAIRED	GENOMIC	ILLUMINA	NT1254813B	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/003/ERR3210503/ERR3210503_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/003/ERR3210503/ERR3210503_2.fastq.gz	456954360;459401292	7cc491870bcfbb5a37d76c02429a89cb;3424befd3f50d150b61eeacc1140920a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/003/ERR3210503/ERR3210503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/003/ERR3210503/ERR3210503_2.fastq.gz	18883380	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210503/24800_2#13.cram
SAMEA5382960	PRJEB31618	ERR3210504	4efd2c38-e3e1-11e7-9a7d-68b59976a384	ERS3189333	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1254804A	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/004/ERR3210504/ERR3210504_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/004/ERR3210504/ERR3210504_2.fastq.gz	12349766573;13260467886	77dea37581eab84e3e468d6f8494910c;b9b3cade9af259e5329c622a141bbf54	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/004/ERR3210504/ERR3210504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/004/ERR3210504/ERR3210504_2.fastq.gz	758906502	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210504/25101_1#1.cram
SAMEA5382962	PRJEB31618	ERR3210505	4f13e248-e3e1-11e7-9a7d-68b59976a384	ERS3189335	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1254806C	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/005/ERR3210505/ERR3210505_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/005/ERR3210505/ERR3210505_2.fastq.gz	11930592343;12658133364	2c5ecf924e0393fdc6afa265c9b59f56;9be1539d8aa1dfc180fbcf8dc3091285	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/005/ERR3210505/ERR3210505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/005/ERR3210505/ERR3210505_2.fastq.gz	755724612	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210505/25101_2#1.cram
SAMEA5382965	PRJEB31618	ERR3210506	4f372cee-e3e1-11e7-9a7d-68b59976a384	ERS3189338	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1254809F	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/006/ERR3210506/ERR3210506_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/006/ERR3210506/ERR3210506_2.fastq.gz	12417887339;13014731180	484d40573f8ad0b615720eb0a386777d;0587b92f7eedf6a717be46ffcb2e7494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/006/ERR3210506/ERR3210506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/006/ERR3210506/ERR3210506_2.fastq.gz	773635744	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210506/25101_3#1.cram
SAMEA5382966	PRJEB31618	ERR3210507	4f42f79a-e3e1-11e7-9a7d-68b59976a384	ERS3189339	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1254810V	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/007/ERR3210507/ERR3210507_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/007/ERR3210507/ERR3210507_2.fastq.gz	13418573779;14406742533	4773328e76cc3fca11bb18eb9ba4331a;78956439abfc077e930c0be6218e1f9d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/007/ERR3210507/ERR3210507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/007/ERR3210507/ERR3210507_2.fastq.gz	791915946	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210507/25101_4#1.cram
SAMEA5382969	PRJEB31618	ERR3210508	4f657194-e3e1-11e7-9a7d-68b59976a384	ERS3189342	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1254813B	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/008/ERR3210508/ERR3210508_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/008/ERR3210508/ERR3210508_2.fastq.gz	10506200315;10952183621	2f1841814c37fd4140c653a96a17c8f5;b975eced39b8cc0b054c1eb4ef02a2e0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/008/ERR3210508/ERR3210508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/008/ERR3210508/ERR3210508_2.fastq.gz	683615782	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210508/25101_5#1.cram
SAMEA5382970	PRJEB31618	ERR3210509	4f712958-e3e1-11e7-9a7d-68b59976a384	ERS3189343	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1254814C	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/009/ERR3210509/ERR3210509_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/009/ERR3210509/ERR3210509_2.fastq.gz	12246894377;13065412681	f485f0978b8da8b9178a262d3abef13a;a757341cfcdb414797403ffe02694880	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/009/ERR3210509/ERR3210509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/009/ERR3210509/ERR3210509_2.fastq.gz	780923868	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210509/25101_6#1.cram
SAMEA5382970	PRJEB31618	ERR3210510	4f712958-e3e1-11e7-9a7d-68b59976a384	ERS3189343	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1254814C	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/000/ERR3210510/ERR3210510_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/000/ERR3210510/ERR3210510_2.fastq.gz	12420563164;13270550927	95ed2c97ed919677992898d2454e6006;a4d74ba6ec041d964462cbffd98424c1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/000/ERR3210510/ERR3210510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/000/ERR3210510/ERR3210510_2.fastq.gz	786336900	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210510/25101_7#1.cram
SAMEA5382970	PRJEB31618	ERR3210511	4f712958-e3e1-11e7-9a7d-68b59976a384	ERS3189343	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1254814C	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/001/ERR3210511/ERR3210511_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/001/ERR3210511/ERR3210511_2.fastq.gz	11997123139;11785041085	3afde1f7a415f7cf1030d65171110809;cbd587bb42b553c694a196d22cf16723	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/001/ERR3210511/ERR3210511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/001/ERR3210511/ERR3210511_2.fastq.gz	717526862	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210511/25572_1#1.cram
SAMEA5382977	PRJEB31618	ERR3210512	d9ebcc5c-5c0d-11e7-86e3-68b599768938	ERS3189350	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1105005T	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/002/ERR3210512/ERR3210512_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/002/ERR3210512/ERR3210512_2.fastq.gz	13905977069;14890700440	b82423bfc83b43a42ca2b14cdb99a714;43ae5f7bd85fda303ab84c4472bfabcc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/002/ERR3210512/ERR3210512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/002/ERR3210512/ERR3210512_2.fastq.gz	750038296	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210512/25573_1#1.cram
SAMEA5382979	PRJEB31618	ERR3210513	d9f8006c-5c0d-11e7-86e3-68b599768938	ERS3189352	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1105007V	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/003/ERR3210513/ERR3210513_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/003/ERR3210513/ERR3210513_2.fastq.gz	13943268946;15046780553	8e69ffd54fd474ce563abfa79a736e74;6abc8345de542d32f39f891658726870	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/003/ERR3210513/ERR3210513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/003/ERR3210513/ERR3210513_2.fastq.gz	764969468	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210513/25573_2#1.cram
SAMEA5382982	PRJEB31618	ERR3210514	da0e10e6-5c0d-11e7-86e3-68b599768938	ERS3189355	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1105011R	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/004/ERR3210514/ERR3210514_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/004/ERR3210514/ERR3210514_2.fastq.gz	14559669686;15663736296	575198c3c24fb59bd51af857baecbd13;0dccd3c73d513bde6fbf9cd6bea35b77	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/004/ERR3210514/ERR3210514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/004/ERR3210514/ERR3210514_2.fastq.gz	770932744	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210514/25573_3#1.cram
SAMEA5382970	PRJEB31618	ERR3210515	4f712958-e3e1-11e7-9a7d-68b59976a384	ERS3189343	2019-04-16	2019-03-11	Illumina HiSeq 4000	PAIRED	GENOMIC	ILLUMINA	NT1254814C	WGS	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/005/ERR3210515/ERR3210515_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR321/005/ERR3210515/ERR3210515_2.fastq.gz	13187472489;13428507588	09fa1d302341582329a1487976485358;5cfcf04b521940e82bdbd1b8495344b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/005/ERR3210515/ERR3210515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/005/ERR3210515/ERR3210515_2.fastq.gz	787355096	ftp.sra.ebi.ac.uk/vol1/run/ERR321/ERR3210515/25573_4#1.cram
